iter	RMSE
193	0.009081324033
194	0.009071319817
195	0.009059776591
196	0.009048266342
197	0.009037986205
198	0.009027972077
199	0.009015776231
200	0.009005701683
201	0.00899224662
202	0.008980280533
203	0.00896830352
204	0.008959142831
205	0.00894737191
206	0.008937754278
207	0.008927768214
208	0.008917619474
209	0.008906970163
210	0.008900321863
211	0.008890326256
212	0.008880389383
213	0.008869463598
214	0.008860023431
215	0.008848613319
216	0.008840543836
217	0.008832193548
218	0.008822306272
219	0.008814277711
220	0.008803875906
221	0.00879296971
222	0.008782942831
223	0.008774180067
224	0.008767866483
225	0.008759648392
226	0.008749059009
227	0.008740996643
228	0.008734224048
229	0.008726639412
230	0.008718870515
231	0.008713813453
232	0.008707023373
233	0.008701065341
234	0.008694936079
235	0.00868864451
236	0.008675725898
237	0.00866738707
238	0.008659010824
239	0.008651557899
240	0.008645064239
241	0.008638658893
242	0.008631878091
243	0.008619178526
244	0.008608226736
245	0.008599326525
246	0.008594300281
247	0.008586182855
248	0.00858075491
249	0.008575555255
250	0.008571186626
251	0.008564246278
252	0.008556136561
253	0.008542651207
254	0.008535481235
255	0.008529715289
256	0.008522064432
257	0.008514736163
258	0.008507817717
259	0.00850333962
260	0.008498188009
261	0.008490020559
262	0.008483528505
263	0.008477858237
264	0.008471613436
265	0.008466554695
266	0.008460390612
267	0.008454440427
268	0.008450283246
269	0.008446836753
270	0.008435429084
271	0.008430582734
272	0.008425545066
273	0.008417473416
274	0.008408858581
275	0.008401926743
276	0.008397790673
277	0.00839198724
278	0.008386241977
279	0.008381066264
280	0.008374649492
281	0.008369770009
282	0.008363590312
283	0.00835682814
284	0.008350760033
285	0.008345341878
286	0.00833863659
287	0.008334968896
288	0.008327119606
289	0.008323581427
290	0.008316212463
291	0.00831204239
292	0.008306901085
293	0.008306697726
294	0.008300972958
295	0.008294814556
296	0.008291957446
297	0.008286362452
298	0.008280445202
299	0.008275713806
300	0.008266429035
301	0.008256811466
302	0.008251646645
303	0.00824695321
304	0.008244446105
305	0.008239427539
306	0.00823487722
307	0.008227916106
308	0.008222608958
309	0.008217745268
310	0.008209271763
311	0.008202604339
312	0.008191912255
313	0.008187592141
314	0.008185410629
315	0.008175181946
316	0.008167800027
317	0.008164291087
318	0.008159624535
319	0.008154234444
320	0.00815122873
321	0.00814583827
322	0.008141905624
323	0.008138436934
324	0.008134526768
325	0.008128964095
326	0.00812332418
327	0.008117947407
328	0.008113461116
329	0.00810834607
330	0.008101966295
331	0.008098164212
332	0.008093691544
333	0.008089345817
334	0.00808498908
335	0.008080552843
336	0.008077750356
337	0.008071689515
338	0.008066413493
339	0.008064479997
340	0.00805980339
341	0.008054052885
342	0.008048749208
343	0.008046068384
344	0.008041833993
345	0.0080369811
346	0.008030813927
347	0.008026467093
348	0.008021089604
349	0.0080169034
350	0.008007777809
351	0.008002728868
352	0.007997501156
353	0.007990120451
354	0.007983257807
355	0.007978300551
356	0.007973967969
357	0.007970572236
358	0.007964697217
359	0.007959157307
360	0.007953004284
361	0.007947642692
362	0.00794324277
363	0.007940432218
364	0.007937219073
365	0.007933676757
366	0.007928133988
367	0.007924893188
368	0.007921237138
369	0.007916422678
370	0.007911925404
371	0.007908280654
372	0.007901876379
373	0.007893006535
374	0.00788873809
375	0.007881867746
376	0.00787909497
377	0.007873546043
378	0.007869420724
379	0.007866778158
380	0.007862824687
381	0.007857678582
382	0.007853768676
383	0.007849581011
384	0.007845304799
385	0.007841109273
386	0.007837827321
387	0.007831980039
388	0.007827702191
389	0.007821740214
390	0.007817538563
391	0.007812000923
392	0.00780866392
393	0.007805266002
394	0.007802178686
395	0.007799023612
396	0.007795275062
397	0.007791544379
398	0.007788618084
399	0.00778398009
400	0.00777984882
401	0.007775197469
402	0.007771866797
403	0.007766581944
404	0.007763783372
405	0.007759165832
406	0.007754847602
407	0.007750864059
408	0.007744749174
409	0.007739620222
410	0.007732608115
411	0.007728108198
412	0.007724965187
413	0.007721456176
414	0.007717372291
415	0.007711040572
416	0.007708059885
417	0.007705752618
418	0.007700365961
419	0.007696630763
420	0.007690319666
421	0.007686866154
422	0.007682650412
423	0.007679799951
424	0.007675979386
425	0.007673141823
426	0.007669173603
427	0.007665177822
428	0.007659269446
429	0.007656503848
430	0.007651786001
431	0.007648454643
432	0.007645892234
433	0.007642029773
434	0.007637683185
435	0.007634609793
436	0.007628816063
437	0.007625946719
438	0.007623739176
439	0.007620792594
440	0.00761496921
441	0.007610951966
442	0.007607635585
443	0.007602886074
444	0.007597129622
445	0.007593493677
446	0.00759099631
447	0.007588069254
448	0.007584247743
449	0.007582000916
450	0.007579469199
451	0.007573439583
452	0.007570599213
453	0.00756599374
454	0.007561864577
455	0.007557397317
456	0.0075560615
457	0.007552927168
458	0.007548407672
459	0.007544374715
460	0.007539517859
461	0.007536755128
462	0.007535061575
463	0.007530891535
464	0.007528715005
465	0.007524154752
466	0.007520305101
467	0.007516914053
468	0.007513218361
469	0.007510090428
470	0.007507544914
471	0.007505201531
472	0.007502915891
473	0.007499723187
474	0.007494561293
475	0.00749285991
476	0.007489473525
477	0.0074865818
478	0.007483971989
479	0.00748008028
480	0.007478125619
481	0.007475156934
482	0.00747263074
483	0.007468284378
484	0.007465983095
485	0.007463091289
486	0.007460872003
487	0.007457727858
488	0.007455138268
489	0.007453468631
490	0.007449357451
491	0.007447090246
492	0.007445209621
493	0.007441293632
494	0.007438282469
495	0.007436178774
496	0.007432435895
497	0.007428122063
498	0.007425476633
499	0.007423318878
500	0.007420806574
501	0.007417308289
502	0.007413086969
503	0.007411295382
504	0.007408100631
505	0.007404437316
506	0.007402570943
507	0.007398294884
508	0.00739513043
509	0.007392789503
510	0.007388745529
511	0.007385509589
512	0.007382025955
513	0.007379145661
514	0.007376913029
515	0.00737465122
516	0.007370565775
517	0.007366774431
518	0.007364534908
519	0.007362579707
520	0.007357928003
521	0.007355734119
522	0.007353680438
523	0.007350376259
524	0.007347620883
525	0.007343691305
526	0.007341112314
527	0.007337991476
528	0.007336145424
529	0.007334391042
530	0.007331233305
531	0.007328778761
532	0.007325226476
533	0.007322128161
534	0.007319227883
535	0.007317186837
536	0.007314995593
537	0.00731307801
538	0.007310329049
539	0.00730725134
540	0.00730377276
541	0.007300096038
542	0.007297542436
543	0.007294174239
544	0.007291444334
545	0.007289469638
546	0.007287482244
547	0.007284845894
548	0.00728187915
549	0.007279523975
550	0.007277158994
551	0.007274502855
552	0.007271608445
553	0.007268143467
554	0.007264537259
555	0.007261722486
556	0.007258661986
557	0.007256547579
558	0.007254311851
559	0.007252458692
560	0.007249818061
561	0.007246376508
562	0.007243445184
563	0.00723960281
564	0.007237748742
565	0.007236420128
566	0.00723434989
567	0.007230679606
568	0.007227041724
569	0.007224982846
570	0.007222934018
571	0.007221431339
572	0.007218265076
573	0.007215314456
574	0.007212822533
575	0.007211109891
576	0.007208136866
577	0.007205381733
578	0.007203765635
579	0.007201507492
580	0.007198274144
581	0.007196445414
582	0.00719444651
583	0.00719216721
584	0.007189616147
585	0.007186605248
586	0.007183578228
587	0.007180343959
588	0.007178294771
589	0.007176321161
590	0.007173685488
591	0.007171996405
592	0.00716994443
593	0.0071679207
594	0.007165012361
595	0.0071626505
596	0.007160295496
597	0.007158646137
598	0.007156357958
599	0.007153445441
600	0.007151065534
601	0.007149629569
602	0.007146153011
603	0.007143141218
604	0.007140243634
605	0.007138454347
606	0.007136550303
607	0.00713440556
608	0.007131862185
609	0.007130253132
610	0.007128917658
611	0.007126710245
612	0.007123838381
613	0.007122011655
614	0.007120374248
615	0.007118394831
616	0.00711620177
617	0.007112944733
618	0.007110758421
619	0.007109078046
620	0.007108055163
621	0.007105082122
622	0.00710302945
623	0.007100718015
624	0.007099454445
625	0.007096581125
626	0.007094019498
627	0.007092389979
628	0.007091126416
629	0.007089125479
630	0.007086780925
631	0.007085316709
632	0.007083777783
633	0.007082627208
634	0.007081103114
635	0.007078025902
636	0.00707550819
637	0.007073469579
638	0.007071870324
639	0.007069893907
640	0.007067482344
641	0.007065023548
642	0.007062414989
643	0.007061299854
644	0.007060172424
645	0.007058812169
646	0.007057380964
647	0.007055378716
648	0.007052244166
649	0.007051073102
650	0.007049923606
651	0.007047269297
652	0.007044785162
653	0.007043061694
654	0.007040613378
655	0.007039509338
656	0.007037380907
657	0.007035746706
658	0.007034066909
659	0.007032630877
660	0.007030826373
661	0.007027379669
662	0.007024543196
663	0.007023101284
664	0.007021080242
665	0.007018932951
666	0.007017259451
667	0.007015942451
668	0.007014908814
669	0.007013011082
670	0.007011521331
671	0.007010282697
672	0.007007957461
673	0.007005429515
674	0.007003256789
675	0.00700211415
676	0.006999641054
677	0.00699756012
678	0.006994719958
679	0.006992368332
680	0.006990501651
681	0.006989629203
682	0.006987970325
683	0.006986007904
684	0.006983890062
685	0.006981801188
686	0.00698091666
687	0.006978403122
688	0.00697552986
689	0.006974131939
690	0.006972043034
691	0.006970610943
692	0.006969327836
693	0.006966953295
694	0.00696446984
695	0.006963207413
696	0.006961345715
697	0.006959064794
698	0.006956982486
699	0.006955198695
700	0.0069533187
701	0.006951117278
702	0.00694899373
703	0.006947566354
704	0.006946223942
705	0.006944626555
706	0.006942219761
707	0.006939976194
708	0.0069377304
709	0.006935307168
710	0.006933245225
711	0.00693232676
712	0.006930099266
713	0.006928658183
714	0.006926737662
715	0.006924707567
716	0.006923678167
717	0.00692234224
718	0.006921132185
719	0.006919191737
720	0.006916923735
721	0.006915995145
